Name,Email,Created,Onboarding Percentage,StagesHistory New Date Time,StagesHistory Onboarding Date Time,StagesHistory Launched Date Time,Reference By,Referral Name,Platform,Lead Source,CSM,Status
Forever Solar,ren.fuentes@foreversolarelectric.com,29-03-2024 05:33,100,,,06-06-2024 18:01,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Altadena Energy and Solar,joy.lam@altadenasolar.com,29-03-2024 05:58,100,,,06-06-2024 18:01,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Illume Solar Energy,info@illumenrg.com,29-03-2024 15:43,0,,,,solrite,,Sales Enablement,Partnership,Eric Roberts(eroberts+admin@solarquote.com),Retention
Eco Construction And Energy,gian@ece111.com,29-03-2024 15:50,100,,,06-06-2024 18:01,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Carlsbad Solar,info@carlsbadsolar.com,29-03-2024 15:59,100,,,06-06-2024 18:02,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Beach Cities Solar Inc,tony@beachcitiessolar.com,29-03-2024 16:17,0,29-03-2024 16:17,,,,,Sales Enablement,Subcontractorhub,,Not Interested
MPE Solar Carports,mpesolarcarports@gmail.com,29-03-2024 16:55,100,,,06-06-2024 18:02,solrite,,Sales Enablement,Partnership,Eric Roberts(eroberts+admin@solarquote.com),Launched
Planet Oath Energy,roberto@planetoathenergy.com,29-03-2024 17:31,100,,,06-06-2024 18:02,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Awesome Electrical Services,awesomeelectrical@yahoo.com,29-03-2024 19:51,100,,,06-06-2024 18:03,solrite,,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Launched
Mid Matthews Construction,mark@midmatthews.com,29-03-2024 19:56,0,29-03-2024 19:56,,,,,Sales Enablement,LinkedIn,,Dormant
Sky Solar Pro,zaven@skysolarpro.com,01-04-2024 20:51,0,01-04-2024 20:51,,,,,Sales Enablement,Subcontractorhub,,Not Interested
JUAPI Energy,olopezdevictoria@juapi.com,01-04-2024 21:34,100,,,06-06-2024 18:03,solrite,Ryan Higgins,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Launched
Ailey Solar Electric Inc,tony@aileysolar.com,02-04-2024 17:04,0,02-04-2024 17:04,,,,,Sales Enablement,LinkedIn,,Follow Up
GRC Energy Inc,jason@grc.energy,03-04-2024 21:11,0,03-04-2024 21:11,,,,,Sales Enablement,LinkedIn,,Dormant
Spreck Energy,jimmy@spreckenergy.com,03-04-2024 21:30,100,,,06-06-2024 18:03,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Billenium LLC,billeniumllc@gmail.com,04-04-2024 01:48,100,,,06-06-2024 18:03,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Green Energy for All,jose.torres@coamoss.com,04-04-2024 01:59,100,,,06-06-2024 18:04,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
PowerHouse Solar Inc,don@powerhousesolar.com,04-04-2024 17:46,0,04-04-2024 17:46,,,,,Sales Enablement,Subcontractorhub,,Dormant
Integrated Home Energy,drijon@integratedhomeenergy.com,04-04-2024 20:26,0,04-04-2024 20:26,,,,,Sales Enablement,LinkedIn,,Not Interested
L4 Legacy Group,derek.landino@l4legacycapitalgroup.com,05-04-2024 13:48,0,,,,,,Sales Enablement,,,New
B&H Specialty Construction Services LLC,dakota@bhspecialtyconstruction.com,08-04-2024 17:04,100,,,06-06-2024 16:55,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
California Green Energy Construction,josh.cgec@gmail.com,08-04-2024 20:29,0,08-04-2024 20:29,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Simply Solar,production@simplysolarcalifornia.com,09-04-2024 17:34,0,09-04-2024 17:34,,,,,Sales Enablement,Subcontractorhub,,Dormant
American Array Solar,tony@americanarray.com,09-04-2024 17:59,0,14-10-2024 21:52,,,,,Sales Enablement,Subcontractorhub,,New
Sunvault,sameer@sunvaultsolar.com,10-04-2024 15:09,0,10-04-2024 15:09,,,,,Sales Enablement,Subcontractorhub,,Demo
Emes Solar Inc,marc@emessolar.com,10-04-2024 15:22,83.33,,02-05-2024 19:04,,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Sunus Pro,jmartinez@sunus.pro,10-04-2024 15:27,50,,,,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),Dormant
W&W Roofing,ww.h2no@gmail.com,10-04-2024 19:42,0,10-04-2024 19:42,,,,Todd Boudreaux,Sales Enablement,Referral,,Dormant
Atsports,brad@atsports.com,10-04-2024 19:46,0,10-04-2024 19:46,,,,,Sales Enablement,Website,,Dormant
AES Solar,shariff@aessolar.com,11-04-2024 21:40,0,11-04-2024 21:40,,,,,Sales Enablement,LinkedIn,,Not Interested
Integrity Solar and Home Solutions,cody.m@integrity-solar.com,11-04-2024 22:33,100,11-04-2024 22:33,17-04-2024 20:02,17-05-2024 15:48,,Justin Brach,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Evergreen Home Performance,bmcintyre+1@thesunspecialist.com,15-04-2024 23:06,87.5,15-04-2024 23:06,16-04-2024 22:54,29-04-2024 19:48,,SubHub Ops,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Helio Energy Solutions,brian@helio.solar,16-04-2024 00:03,0,,,,lightreach,,Sales Enablement,,,New
Renewable Energy Design Group,jeff@redgroupnc.com,16-04-2024 18:18,0,16-04-2024 18:18,,,,,Sales Enablement,LinkedIn,,Dormant
Solflo,solfloenergy@gmail.com,17-04-2024 14:48,0,17-04-2024 14:48,30-05-2024 15:16,,,,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Dormant
POWERSUN,ssantini@powersunpr.com,17-04-2024 15:28,100,,,06-06-2024 18:04,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Pacific Coast Generation Inc,jvasquez@pacificcoastgeneration.com,17-04-2024 15:29,83.33,,,23-07-2024 22:07,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Southern Coker Power,codycoker@socopower.com,17-04-2024 15:56,0,17-04-2024 15:56,,,,,Sales Enablement,LinkedIn,,Dormant
Titan Solar Power,acasillas@titansolarpower.com,17-04-2024 18:24,0,17-04-2024 18:24,,,,,Sales Enablement,Partnership,,Unqualified
1 UP Solar,principal@1upsolar.com,17-04-2024 19:33,100,,,30-05-2024 18:07,solrite,SOLRITE,Sales Enablement,Marketing,Eric Roberts(eroberts+admin@solarquote.com),Launched
Final Phase Energy,trevor@finalphaseenergy.com,18-04-2024 17:24,0,18-04-2024 17:24,,,,Priyanka Datta,Sales Enablement,Referral,,Follow Up
180 Degrees Solar,bgriffin+1@180degreesolar.com,18-04-2024 21:01,28.57,18-04-2024 21:01,16-08-2024 21:39,,,Ex-Suntuity Sales Org,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Trapsun Solar LLC,mutomi@trapsunsolar.com,18-04-2024 21:14,0,18-04-2024 21:14,,,,,Sales Enablement,Subcontractorhub,,Dormant
Solar Bear,Blake@oursolarbear.com,18-04-2024 21:47,100,18-04-2024 21:47,20-05-2024 18:08,22-07-2024 22:25,goodleap,Aaron Teachout (Sky Energy),Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
NJS Solar,nefi@modernbrokersofamerica.net,23-04-2024 15:51,87.5,23-04-2024 15:51,23-04-2024 17:09,10-05-2024 16:11,goodleap,Dustin Mansell,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
Sunup,raypolanco@sunupsolar.net,23-04-2024 23:35,0,,,,lightreach,,Sales Enablement,,,New
Son Energy PR Inc,sonenergypr@gmail.com,24-04-2024 22:09,100,,,06-06-2024 18:04,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Sailfish Solar,mike@sailfishsolar.com,26-04-2024 18:25,0,26-04-2024 18:25,,,,,Sales Enablement,LinkedIn,,Dormant
NT Energy Inc,nori.solarproject@gmail.com,29-04-2024 13:55,0,29-04-2024 13:55,,,,,Sales Enablement,Subcontractorhub,,Unqualified
Spartan Solar,alex@spartansolar.earth,29-04-2024 16:56,87.5,29-04-2024 16:56,29-04-2024 19:25,24-06-2024 21:11,goodleap,Dustin Mansell,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Payment Funding,vimal+goodleap@expansionjs.com,30-04-2024 09:35,0,,,,,,Sales Enablement,,,Demo
Brightstar Energy Solutions,danieljaleman79@gmail.com,30-04-2024 14:35,87.5,30-04-2024 14:35,30-04-2024 20:33,21-05-2024 00:54,goodleap,Dustin Mansell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Retention
Solfinity Power,brhy@solfinitypower.org,30-04-2024 15:21,40,30-04-2024 15:21,01-05-2024 04:24,,goodleap,Dustin Mansell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Retention
Current Energy LLC,ian@currentenergy.net,30-04-2024 19:29,100,,,06-06-2024 18:05,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Lehmann Electrical & Design,jacob@lehmannelectrical.com,30-04-2024 21:54,0,,,,lightreach,,Sales Enablement,,,New
Solar AI,Joshua.W@solar.ci,30-04-2024 23:03,42.86,30-04-2024 23:03,,12-07-2024 19:17,,,Sales Enablement,Conference,Jeff Darling(jdarling@subcontractorhub.com),Launched
Green Start Electrify,derek@greenstartelectrify.io,01-05-2024 19:03,0,01-05-2024 19:03,,,,,Sales Enablement,Subcontractorhub,,Dormant
Helio Solar,brian@gohelioenergy.com,01-05-2024 20:23,75,01-05-2024 20:23,02-05-2024 18:04,22-07-2024 21:37,,Anthony Conklin (Urban Solar),Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
FB Integrated Solutions,ray+lr@fbis360.com,02-05-2024 21:25,0,,,,lightreach,,Sales Enablement,,,New
Solar Specialist Inc,chris@solarspecialistinc.com,03-05-2024 15:45,88.89,,08-10-2024 17:16,,lightreach,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Training
Complete Solaria,bgailey@completesolar.com,06-05-2024 18:46,0,06-05-2024 18:46,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Expert Solar FL,juan@expertsolarfl.com,07-05-2024 00:46,0,07-05-2024 00:46,24-06-2024 16:05,,,Keith Herrback,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Owners Platform,michel@joinowners.com,07-05-2024 13:38,50,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
Velaz Solar,dion.velazquez@velazsolar.com,07-05-2024 13:40,100,,06-06-2024 17:54,18-06-2024 22:06,goodleap,Dustin Mansell,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
Apollo Energy,kelly@apolloenergycompany.com,07-05-2024 13:44,100,,30-05-2024 15:15,11-06-2024 22:59,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
BrodServ,omar@brodserv.com,07-05-2024 13:49,50,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
Kronos,David.Packard@kronossolar.com,07-05-2024 13:53,50,,,,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),Follow Up
Alpha Omni,coltrane@omnipower.solar,07-05-2024 13:58,50,,,,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),Follow Up
Grid Group,Steveh@gridgrp.com,07-05-2024 14:04,0,,,,goodleap,Dustin Mansell,Sales Enablement,Partnership,Curtis Hills(curtis@subcontractorhub.com),Dormant
SunBright,miguel@sunbrightsolarusa.com,07-05-2024 14:29,75,,19-07-2024 15:44,,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Green Light Solar,adian@gl.solar,07-05-2024 20:13,87.5,07-05-2024 20:13,09-05-2024 16:41,27-06-2024 22:55,,Alex Smith,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Voltaic,brycefelkner@voltaicnow.com,07-05-2024 20:19,44.44,18-10-2024 16:05,25-10-2024 21:09,,,Alex Smith,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Training
ATX Solar,info@goatxsolar.com,07-05-2024 21:04,0,,,,lightreach,,Sales Enablement,,,New
Porticade-Action Solar,hsakar@actionsolar.com,08-05-2024 17:01,50,,15-07-2024 21:43,,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),Demo
NXT LVL Homes,jlee@nxtlevel.homes,08-05-2024 17:10,50,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
OHM Solar,codypitts@ohmpowerinc.com,09-05-2024 17:25,85.72,09-05-2024 17:25,30-05-2024 15:15,01-07-2024 17:17,goodleap,Brett Iverson,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
LA Solar Pros,steve@lasolarpros.com,09-05-2024 17:29,87.5,09-05-2024 17:29,19-05-2024 18:43,11-06-2024 22:58,,Keith Herrback,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Solen Energy Construction,ibad@solenenergyco.com,10-05-2024 00:56,0,,,,lightreach,,Sales Enablement,,,New
Delta Construction and Design Inc,geo@nuera.solar,10-05-2024 16:58,0,,,,lightreach,,Sales Enablement,,,New
Mega Solar LLC,javivazquez04@gmail.com,10-05-2024 21:34,100,,,06-06-2024 16:55,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Devil Dog Energy,info@devildogenergy.com,13-05-2024 14:14,0,,,,lightreach,,Sales Enablement,,,New
Good Energy Co,trent@revitalu.com,13-05-2024 22:26,87.5,13-05-2024 22:26,13-05-2024 22:55,03-06-2024 17:53,,Nick Sarnicola,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
H&H Solar LLC,jhernandez@hhsolarpr.com,14-05-2024 01:05,100,,,06-06-2024 18:05,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
Empower Solar Inc,landon@mpwrsolar.com,14-05-2024 18:05,87.5,,,06-06-2024 18:05,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
PURESUN,chappell@puresun.io,14-05-2024 21:31,87.5,14-05-2024 21:31,15-05-2024 19:05,21-05-2024 22:30,,,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
23ecndj,priya+tsdfsfsdet@expansionjs.com,15-05-2024 05:03,0,15-05-2024 05:03,,,,,Sales Enablement,,,New
Sunergy Solar,brandon.bridgewater@gosunergy.com,15-05-2024 05:41,87.5,15-05-2024 05:41,01-06-2024 15:41,27-06-2024 22:55,goodleap,Alex Smith,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Renu Energy Solutions,jsheldon@renuenergysolutions.com,15-05-2024 16:33,0,15-05-2024 16:33,,,,,Sales Enablement,LinkedIn,,Not Interested
Suacci Solar,sales@suacci.com,15-05-2024 17:13,0,15-05-2024 17:13,,,,,Sales Enablement,Subcontractorhub,,Dormant
SOLAR TRADE CORP,Mvazquez@solartrade.com,15-05-2024 20:25,100,,,06-06-2024 18:05,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Launched
We Are Solar Power,m.torres@wearesolarpowerus.com,16-05-2024 06:55,87.5,16-05-2024 06:55,16-05-2024 16:09,17-05-2024 20:23,goodleap,Dustin Mansell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
UES Solar,dtran@unitedenergy.solar,16-05-2024 07:01,87.5,16-05-2024 07:01,16-05-2024 20:50,03-06-2024 20:33,goodleap,Dustin Mansell,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Harvest Solar Energy LLC,john@harvestsolar.net,16-05-2024 17:35,0,16-05-2024 17:35,,,,,Sales Enablement,LinkedIn,,Not Interested
Home Nerds,kcrosby+1@homenerds.com,16-05-2024 19:52,87.5,16-05-2024 19:52,05-06-2024 22:27,26-06-2024 22:15,goodleap,Dustin Mansell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Big Wave Roofing & Solar,robert.springman@bigwavenj.com,16-05-2024 21:03,87.5,16-05-2024 21:03,29-05-2024 13:53,24-06-2024 21:50,goodleap,Dustin Mansell,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Solar Matched,john@solarmatched.com,17-05-2024 00:52,62.5,,,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Cancelled
Tyler Petersen Demo,tyler.g.petersen@gmail.com,17-05-2024 15:35,0,,,,,,Sales Enablement,,,New
Cota Electric Inc,edgar@cota-electric.com,18-05-2024 18:51,0,,,,lightreach,,Sales Enablement,,,New
Ochinero Electric Inc,ochineroelectric@gmail.com,20-05-2024 18:51,100,,20-05-2024 18:51,,,Aavra Ogden,Marketplace,Referral,,Approved
CalPro Solar,george@calprosolar.com,20-05-2024 19:06,100,,20-05-2024 19:06,,,Scott LeDuc,Marketplace,Referral,,Approved
Vantage Home Solar,smerchant@vantagehomesolar.com,21-05-2024 15:51,0,14-10-2024 21:53,,,,,Sales Enablement,LinkedIn,,New
Energy Savings Group,rodriguezmarco77@gmail.com,21-05-2024 16:12,0,21-05-2024 16:12,,,,,Sales Enablement,Website,,Follow Up
Belmont Energy Inc,joe@belmont-energy.com,21-05-2024 19:43,0,21-05-2024 19:43,,,,,Sales Enablement,Subcontractorhub,,Not Interested
The Collective,scott@sunobi.com,21-05-2024 22:39,100,21-05-2024 22:39,17-07-2024 19:47,,,,Sales Enablement,Partnership,Eric Roberts(eroberts+admin@solarquote.com),Onboarding
ESD Solar,jared@esdsolar.com,23-05-2024 17:26,100,23-05-2024 17:26,11-06-2024 20:44,19-07-2024 16:07,brightstar,,Sales Enablement,Partnership,Craig Kersey(ckersey@subcontractorhub.com),Launched
THS Home Solar,josh@thshomesolar.com,24-05-2024 17:17,0,,,,lightreach,,Sales Enablement,,,New
Wolf River Electric,justin@wolfriverelectric.com,24-05-2024 19:15,80,,06-06-2024 16:49,,goodleap,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
SRE Solar,ethan@sre.solar,24-05-2024 21:34,0,24-05-2024 21:34,,,,,Sales Enablement,LinkedIn,,Not Interested
Grid NRG,stevec@gridnrg.io,24-05-2024 22:00,62.5,24-05-2024 22:00,06-06-2024 16:49,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Summit Energy Group,sid@summit.solar,28-05-2024 16:00,0,28-05-2024 16:00,,,,,Sales Enablement,Website,,Follow Up
DP Dealer LLC AKA Authentic,Dpdealer@dannypessy.com,28-05-2024 21:57,25,,,,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),Negotiation
Freewire Technologies,jmsn.dqna@gmail.com,29-05-2024 00:14,0,29-05-2024 00:14,,,,Kelvin Hayes,Sales Enablement,Referral,,Follow Up
Big Dog Solar,courtney@bigdogsolar.com,29-05-2024 02:10,0,,,,lightreach,,Sales Enablement,,,New
NT Energy Inc,nori.solarproject@gmail.com,29-05-2024 06:26,83.33,,29-05-2024 06:26,,,,Marketplace,Subcontractorhub,,Onboarding
Solar Zone LLC,kanu@solarzone.solar,31-05-2024 13:51,0,31-05-2024 13:51,,,,,Sales Enablement,LinkedIn,,Not Interested
Eco Energy Fusion,jesse@ecoenergyfusion.com,31-05-2024 13:55,0,31-05-2024 13:55,,,,,Sales Enablement,Website,,Follow Up
Unicity Solar Energy,jordan@unicitysolar.com,31-05-2024 16:33,37.5,31-05-2024 16:33,06-06-2024 16:49,11-07-2024 23:08,goodleap,Scott Rothaus,Sales Enablement,Partnership,Craig Kersey(ckersey@subcontractorhub.com),Launched
Grand Solar Electric,grandsolarelectric@outlook.com,31-05-2024 17:24,0,31-05-2024 17:24,,,,,Sales Enablement,Website,,Follow Up
Solar Doctors LLC,amcallister@solardoctorsllc.com,31-05-2024 19:49,0,31-05-2024 19:49,,,,,Sales Enablement,Subcontractorhub,,Follow Up
Arizona Solar Wave,sarah@arizonasolarwave.com,31-05-2024 23:50,0,,,,lightreach,,Sales Enablement,,,New
Goodleap TPO,hsanchez+org@goodleap.com,03-06-2024 13:46,0,,,,,,Sales Enablement,,,New
Neighborhood Solar,sales@neighborhoodsolar.info,03-06-2024 19:32,0,03-06-2024 19:32,,,,,Sales Enablement,Subcontractorhub,,Not Interested
Baja electric contractor llc,alvarez.a@sunlinkca.com,04-06-2024 16:08,0,,,,lightreach,,Sales Enablement,,,Demo
Ion Solar Pros,tc@goisp.com,04-06-2024 16:10,0,04-06-2024 16:10,,,,,Sales Enablement,Website,,Follow Up
NSIS Solar,vince@nsis.solar,04-06-2024 22:04,75,04-06-2024 22:04,07-06-2024 16:42,05-07-2024 18:47,goodleap,Scott Rothaus,Sales Enablement,Partnership,Eric Roberts(eroberts+admin@solarquote.com),Cancelled
Rack Solar,shane@rocksolar.com,04-06-2024 22:18,100,04-06-2024 22:18,18-06-2024 03:08,19-07-2024 16:08,,,Sales Enablement,Partnership,Craig Kersey(ckersey@subcontractorhub.com),Launched
BKJ Solar,jim.cmrenergyconsulting@gmail.com,05-06-2024 16:36,71.43,,16-08-2024 16:06,,lightreach,,Sales Enablement,Partnership,Eric Roberts(eroberts+admin@solarquote.com),Retention
Sunshine Renewable Solutions,jeff+1@sunshinerenewable.com,05-06-2024 18:47,0,05-06-2024 18:47,,,,,Sales Enablement,LinkedIn,,Follow Up
Broc Spinello Demo,bspinello+1@solarquote.com,06-06-2024 21:05,0,06-06-2024 21:05,,,,,Sales Enablement,,,Dormant
Vyomaa Energy,mat@voyamaaenergy.com,07-06-2024 18:00,0,07-06-2024 18:00,,,,,Sales Enablement,Website,,Not Interested
Solar Home Oklahoma,akhi@solarhomeok.com,10-06-2024 16:19,0,10-06-2024 16:19,,,,Priyanka Datta,Sales Enablement,Referral,,Dormant
Corvus Pro Solar,baily@corvusprosolar.com,11-06-2024 15:47,25,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
First Choice Solar,eddy@firstchoice.solar,11-06-2024 17:53,100,11-06-2024 17:53,14-06-2024 21:51,08-07-2024 14:50,,,Sales Enablement,Demand Gen,Craig Kersey(ckersey@subcontractorhub.com),Launched
Florida Solar Services,gary@floridasolarservices.com,12-06-2024 15:08,0,12-06-2024 15:08,,,,,Sales Enablement,Website,,Follow Up
Znergy,xyz@gmail.com,12-06-2024 17:41,0,12-06-2024 17:41,,,,,Sales Enablement,LinkedIn,,Follow Up
Unique Solar,ulf@uniquesolar.net,13-06-2024 17:52,0,13-06-2024 17:52,,,,,Sales Enablement,Subcontractorhub,,Follow Up
Solar Tax Pros,info@solartaxpros.com,13-06-2024 18:22,37.5,13-06-2024 18:22,20-06-2024 15:24,,,Justin Brach,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Diamond Solar USA,philipojebor@diamondsolarusa.com,14-06-2024 22:06,0,,,,lightreach,,Sales Enablement,,,New
Sales Org,priya+sale@expansionjs.com,17-06-2024 05:32,0,,,,,,Sales Enablement,,,New
EPC org,priya+epc@expansionjs.com,17-06-2024 05:32,0,,09-07-2024 12:56,,,,Sales Enablement,,,Demo
Villara Home Services,wyliec@villara.com,17-06-2024 14:20,0,17-06-2024 14:20,,,,,Sales Enablement,Subcontractorhub,,Follow Up
Green Integrations and Management INC,info@gimenergy.com,17-06-2024 20:13,100,17-06-2024 20:13,28-06-2024 18:12,,,,Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Next Door Solar,johnny@nextdoorsolar.com,17-06-2024 20:37,0,17-06-2024 20:37,,,,,Sales Enablement,Website,,Follow Up
Install Sun,guillermo.guzman@installsunllc.com,18-06-2024 19:08,0,18-06-2024 19:08,,,,,Sales Enablement,LinkedIn,,Dormant
A&J Solar Electric INC,andrew@ajsolar.net,18-06-2024 19:08,0,18-06-2024 19:08,,,,,Sales Enablement,Website,,Not Interested
Universal Electric PNW,jennifer@universalelectricpnw.com,18-06-2024 20:54,0,18-06-2024 20:54,,,,Joel Pickell (NovemberTech),Sales Enablement,Website,,Dormant
GreenGrids Solar,justin@greengridssolar.com,18-06-2024 23:21,0,18-06-2024 23:21,,,,Matthew Potter (Otopilot),Sales Enablement,Referral,,Follow Up
KSG Solar Services,kevin@ksgsolarservices.com,18-06-2024 23:36,0,18-06-2024 23:36,,,,Matthew Potter (Otopilot),Sales Enablement,Referral,,Not Interested
The Energy Defenders,mike.tait+1@theenergydefenders.com,18-06-2024 23:49,0,18-06-2024 23:49,,,,Matt Mark (SunnyMac),Sales Enablement,Referral,,Follow Up
Stanford Group,jared@solarroofgen.com,19-06-2024 00:02,0,14-10-2024 21:42,,,,Matthew Potter (Otopilot),Sales Enablement,Referral,,New
Bright Planet Solar,mattb@brightops.com,19-06-2024 00:24,0,19-06-2024 00:24,,,,,Sales Enablement,LinkedIn,,Follow Up
Efficient Home Services,shawn@goehs.com,19-06-2024 00:33,100,19-06-2024 00:33,13-08-2024 19:05,,,Goodleap,Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Mean Green Energy LLC,Meangreenenergy0@gmail.com,19-06-2024 15:53,0,19-06-2024 15:53,,,,,Sales Enablement,Website,,Dormant
Revelation PWR,colby@revelationpwr.com,19-06-2024 17:01,100,19-06-2024 17:01,26-06-2024 18:56,16-08-2024 21:39,,,Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Launched
Cascade Power,ramsey@cascadepower.com,19-06-2024 17:36,0,19-06-2024 17:36,,,,,Sales Enablement,Subcontractorhub,,Dormant
Dadz Electrical Services,dadzelectric@gmail.com,19-06-2024 18:18,0,19-06-2024 18:18,,,,Ahmad,Sales Enablement,Referral,,Follow Up
Edison Solar,Rayaan@edisonsolartx.com,19-06-2024 21:01,100,19-06-2024 21:01,22-06-2024 17:19,03-09-2024 22:09,,Alex Smith,Sales Enablement,Partnership,Craig Kersey(ckersey@subcontractorhub.com),Launched
Village Power Design,jeffc@villagepowerdesign.com,19-06-2024 23:37,0,19-06-2024 23:37,,,,,Sales Enablement,Website,,Demo
GR8 Energy,ross@gr8energy.com,19-06-2024 23:42,0,19-06-2024 23:42,,,,,Sales Enablement,Website,,Follow Up
America Solar,videoalarmpro@gmail.com,19-06-2024 23:51,0,19-06-2024 23:51,,,,,Sales Enablement,Website,,Dormant
Lunar Solar Consulting,lunarsolarconsulting@gmail.com,20-06-2024 00:13,0,20-06-2024 00:13,,,,Titan,Sales Enablement,Website,,Demo
Pro Save Solar,isaac+1@prosavesolar.com,20-06-2024 00:26,0,20-06-2024 00:26,,,,Dustin Garrens (EnergyOne),Sales Enablement,Website,,Dormant
